Customer_ID,Age,Gender,City,Income_Level,Purchase_Mode,Brand_Purchased,Price_Range,Payment_Mode,Purchase_Frequency,Satisfaction_Rating
CUST00813,56,Female,Delhi,High,Online,Apple,50K-80K,Debit Card,Rare,3
CUST00814,34,Female,Chennai,Medium,Online,Samsung,Below 30K,UPI,Occasional,3
CUST00815,56,Male,Bangalore,Medium,Online,Asus,30K-50K,EMI,Rare,3
CUST00816,39,Female,Chennai,Medium,Online,HP,30K-50K,Cash,Rare,3
CUST00817,43,Female,Pune,High,Online,HP,30K-50K,Cash,Rare,2
CUST00818,42,Male,Ahmedabad,Medium,Online,Asus,80K-1.2L,Debit Card,Rare,2
CUST00819,34,Male,Mumbai,High,Online,MSI,30K-50K,UPI,Rare,5
CUST00820,30,Female,Ahmedabad,Medium,Offline,Apple,80K-1.2L,Credit Card,Rare,5
CUST00821,37,Male,Kolkata,Medium,Online,Apple,30K-50K,Debit Card,Occasional,5
CUST00822,42,Female,Pune,Low,Online,Apple,Above 1.2L,Credit Card,Rare,5
CUST00823,21,Female,Mumbai,Medium,Online,Asus,50K-80K,EMI,Rare,1
CUST00824,27,Female,Delhi,Medium,Online,Samsung,80K-1.2L,Credit Card,Frequent,4
CUST00825,20,Male,Mumbai,Low,Online,Asus,Below 30K,EMI,Rare,3
CUST00826,58,Male,Kolkata,Medium,Online,Dell,50K-80K,UPI,Frequent,1
CUST00827,35,Female,Hyderabad,Low,Online,HP,Below 30K,Debit Card,Rare,2
CUST00828,53,Male,Jaipur,High,Offline,MSI,30K-50K,Credit Card,Rare,3
CUST00829,39,Female,Ahmedabad,Low,Online,Lenovo,50K-80K,UPI,Rare,4
CUST00830,51,Male,Pune,High,Online,Lenovo,50K-80K,UPI,Rare,4
CUST00831,25,Male,Kolkata,Medium,Online,Samsung,Below 30K,Credit Card,Rare,2
CUST00832,57,Male,Bangalore,Low,Online,HP,50K-80K,Cash,Rare,3
CUST00833,36,Male,Jaipur,Medium,Online,Acer,50K-80K,Cash,Occasional,5
CUST00834,59,Female,Kolkata,Low,Online,Dell,Below 30K,EMI,Rare,3
CUST00835,58,Male,Bangalore,Medium,Online,HP,50K-80K,UPI,Rare,3
CUST00836,54,Male,Bangalore,Medium,Online,Dell,50K-80K,Debit Card,Rare,4
CUST00837,23,Male,Bangalore,Low,Online,Acer,Below 30K,Debit Card,Occasional,2
CUST00838,43,Male,Hyderabad,High,Online,Dell,50K-80K,UPI,Rare,3
CUST00839,51,Male,Mumbai,Low,Offline,Apple,50K-80K,Cash,Rare,1
CUST00840,23,Female,Chennai,Medium,Online,HP,80K-1.2L,UPI,Occasional,1
CUST00841,54,Male,Ahmedabad,Medium,Online,Lenovo,30K-50K,EMI,Frequent,2
CUST00842,50,Male,Bangalore,Medium,Online,Asus,80K-1.2L,UPI,Rare,5
CUST00843,39,Male,Kolkata,Medium,Offline,Acer,Below 30K,Credit Card,Frequent,3
CUST00844,38,Female,Delhi,Medium,Offline,Acer,30K-50K,Cash,Rare,3
CUST00845,23,Male,Delhi,Medium,Online,Asus,30K-50K,Credit Card,Frequent,4
CUST00846,23,Male,Pune,Medium,Offline,HP,80K-1.2L,Credit Card,Occasional,3
CUST00847,21,Female,Bangalore,Low,Online,MSI,50K-80K,UPI,Occasional,5
CUST00848,47,Female,Kolkata,Medium,Offline,Asus,Below 30K,UPI,Occasional,3
CUST00849,28,Male,Bangalore,Low,Online,Dell,Below 30K,Debit Card,Rare,3
CUST00850,47,Male,Hyderabad,Low,Online,Asus,30K-50K,Credit Card,Rare,4
CUST00851,48,Female,Bangalore,Medium,Online,Dell,Below 30K,UPI,Rare,1
CUST00852,41,Male,Ahmedabad,Medium,Online,Dell,50K-80K,Debit Card,Rare,1
CUST00853,26,Female,Delhi,Medium,Online,Lenovo,50K-80K,Credit Card,Rare,5
CUST00854,20,Female,Bangalore,Medium,Online,Asus,80K-1.2L,Debit Card,Frequent,2
CUST00855,48,Male,Ahmedabad,Medium,Online,MSI,Above 1.2L,Cash,Rare,2
CUST00856,57,Male,Ahmedabad,Medium,Online,Lenovo,50K-80K,EMI,Rare,4
CUST00857,54,Male,Mumbai,Low,Online,MSI,Below 30K,Credit Card,Rare,3
CUST00858,53,Female,Ahmedabad,Medium,Offline,Asus,30K-50K,UPI,Occasional,4
CUST00859,41,Male,Delhi,Medium,Offline,MSI,50K-80K,Cash,Rare,1
CUST00860,48,Male,Pune,Medium,Offline,Dell,30K-50K,Debit Card,Rare,5
CUST00861,23,Female,Hyderabad,Medium,Offline,MSI,50K-80K,EMI,Occasional,2
CUST00862,19,Female,Delhi,Medium,Online,Asus,Above 1.2L,Credit Card,Occasional,3
CUST00863,37,Male,Kolkata,Medium,Online,Acer,80K-1.2L,EMI,Occasional,2
CUST00864,45,Female,Pune,Medium,Online,Acer,Below 30K,Cash,Occasional,1
CUST00865,28,Male,Ahmedabad,Medium,Online,Lenovo,30K-50K,EMI,Rare,3
CUST00866,21,Male,Bangalore,Medium,Online,Samsung,80K-1.2L,Credit Card,Occasional,1
CUST00867,32,Male,Mumbai,Low,Offline,Apple,80K-1.2L,Cash,Rare,2
CUST00868,23,Male,Pune,Low,Online,Acer,30K-50K,Debit Card,Rare,2
CUST00869,47,Male,Kolkata,Low,Offline,MSI,50K-80K,Credit Card,Rare,1
CUST00870,55,Male,Kolkata,Medium,Online,Lenovo,50K-80K,EMI,Rare,3
CUST00871,19,Female,Pune,High,Offline,MSI,30K-50K,Credit Card,Rare,1
CUST00872,32,Female,Mumbai,Medium,Online,Apple,30K-50K,Cash,Rare,3
CUST00873,28,Female,Ahmedabad,Low,Online,HP,80K-1.2L,EMI,Rare,4
CUST00874,25,Male,Kolkata,Medium,Offline,Lenovo,50K-80K,Debit Card,Rare,4
CUST00875,43,Male,Ahmedabad,High,Online,Acer,30K-50K,UPI,Occasional,3
CUST00876,22,Male,Kolkata,High,Online,Acer,50K-80K,Debit Card,Rare,1
CUST00877,23,Female,Pune,Medium,Online,Asus,50K-80K,Credit Card,Frequent,3
CUST00878,43,Female,Bangalore,High,Online,Apple,80K-1.2L,UPI,Rare,2
CUST00879,21,Male,Delhi,Low,Online,Acer,30K-50K,Cash,Occasional,1
CUST00880,36,Male,Hyderabad,Low,Online,Asus,Above 1.2L,EMI,Occasional,3
CUST00881,37,Male,Kolkata,Low,Online,Apple,30K-50K,EMI,Frequent,2
CUST00882,50,Male,Jaipur,Medium,Online,Lenovo,50K-80K,Cash,Rare,5
CUST00883,37,Male,Chennai,Low,Online,Lenovo,50K-80K,Credit Card,Rare,2
CUST00884,29,Female,Bangalore,Medium,Offline,Asus,30K-50K,Debit Card,Rare,3
CUST00885,18,Female,Jaipur,Medium,Offline,Lenovo,30K-50K,UPI,Rare,1
CUST00886,43,Male,Ahmedabad,Medium,Online,Asus,80K-1.2L,Cash,Rare,1
CUST00887,31,Male,Hyderabad,High,Online,Dell,50K-80K,Credit Card,Occasional,4
CUST00888,55,Female,Mumbai,Low,Online,MSI,30K-50K,Credit Card,Rare,3
CUST00889,54,Male,Mumbai,Medium,Offline,Apple,Below 30K,UPI,Rare,2
CUST00890,28,Male,Hyderabad,Medium,Offline,Asus,Below 30K,Cash,Rare,2
CUST00891,53,Male,Bangalore,Low,Offline,Apple,Below 30K,Debit Card,Rare,3
CUST00892,30,Male,Bangalore,Medium,Online,Samsung,Above 1.2L,Debit Card,Frequent,2
CUST00893,20,Male,Hyderabad,High,Online,Dell,50K-80K,Cash,Occasional,5
CUST00894,50,Female,Bangalore,High,Online,Apple,Above 1.2L,EMI,Rare,4
CUST00895,23,Male,Hyderabad,High,Online,Asus,Below 30K,Debit Card,Rare,1
CUST00896,27,Male,Kolkata,Medium,Online,MSI,50K-80K,EMI,Frequent,2
CUST00897,22,Female,Chennai,Medium,Online,MSI,Below 30K,Cash,Rare,5
CUST00898,40,Male,Ahmedabad,Low,Offline,Lenovo,50K-80K,Credit Card,Occasional,3
CUST00899,27,Female,Delhi,Low,Online,MSI,30K-50K,Cash,Frequent,2
CUST00900,19,Female,Pune,Low,Offline,MSI,Below 30K,Credit Card,Rare,3
CUST00901,30,Male,Chennai,Medium,Online,Samsung,50K-80K,Cash,Rare,5
CUST00902,57,Female,Delhi,High,Offline,Apple,30K-50K,EMI,Rare,5
CUST00903,19,Male,Pune,Medium,Offline,Apple,50K-80K,EMI,Frequent,1
CUST00904,37,Female,Mumbai,Medium,Offline,Acer,50K-80K,Cash,Rare,3
CUST00905,18,Male,Chennai,Medium,Offline,Acer,50K-80K,Credit Card,Rare,4
CUST00906,54,Female,Jaipur,Medium,Offline,Dell,Above 1.2L,Cash,Occasional,1
CUST00907,26,Female,Chennai,High,Online,HP,30K-50K,Credit Card,Occasional,3
CUST00908,34,Male,Bangalore,Low,Online,MSI,30K-50K,EMI,Rare,3
CUST00909,26,Male,Delhi,Medium,Online,Lenovo,80K-1.2L,UPI,Rare,5
CUST00910,28,Female,Bangalore,Medium,Offline,MSI,50K-80K,Debit Card,Rare,5
CUST00911,32,Female,Mumbai,Low,Offline,Asus,Below 30K,EMI,Rare,3
CUST00912,41,Male,Ahmedabad,Medium,Online,Dell,80K-1.2L,Cash,Rare,5
CUST00913,55,Female,Mumbai,High,Online,Asus,Below 30K,Cash,Occasional,3
CUST00914,52,Male,Bangalore,Low,Online,Asus,30K-50K,Credit Card,Rare,3
CUST00915,47,Male,Bangalore,Low,Offline,Apple,Below 30K,Debit Card,Rare,1
CUST00916,48,Male,Delhi,Low,Online,Dell,Below 30K,EMI,Rare,1
CUST00917,22,Male,Kolkata,Medium,Online,Dell,Below 30K,Debit Card,Rare,4
CUST00918,31,Female,Bangalore,Medium,Online,Acer,Below 30K,Debit Card,Occasional,1
CUST00919,28,Male,Bangalore,Medium,Online,Samsung,30K-50K,EMI,Occasional,2
CUST00920,26,Female,Ahmedabad,Medium,Online,Lenovo,30K-50K,Credit Card,Occasional,2
CUST00921,51,Male,Chennai,High,Online,HP,Below 30K,Credit Card,Occasional,5
CUST00922,29,Male,Chennai,Medium,Offline,Asus,50K-80K,Credit Card,Occasional,2
CUST00923,52,Male,Bangalore,High,Online,MSI,30K-50K,UPI,Rare,1
CUST00924,52,Male,Mumbai,High,Online,Lenovo,Below 30K,Debit Card,Rare,4
CUST00925,18,Male,Ahmedabad,Medium,Offline,MSI,30K-50K,UPI,Occasional,3
CUST00926,57,Male,Mumbai,Medium,Offline,Acer,30K-50K,Credit Card,Rare,4
CUST00927,39,Female,Pune,High,Offline,Samsung,30K-50K,EMI,Rare,1
CUST00928,46,Male,Kolkata,High,Online,Samsung,30K-50K,Debit Card,Rare,1
CUST00929,25,Male,Chennai,Low,Offline,Lenovo,50K-80K,EMI,Rare,1
CUST00930,28,Male,Chennai,Low,Online,Asus,50K-80K,Cash,Rare,5
CUST00931,58,Female,Ahmedabad,High,Offline,Apple,80K-1.2L,Debit Card,Occasional,2
CUST00932,54,Female,Hyderabad,Low,Online,Apple,50K-80K,EMI,Rare,1
CUST00933,31,Male,Mumbai,High,Online,Asus,30K-50K,Credit Card,Frequent,3
CUST00934,47,Male,Ahmedabad,Medium,Online,Acer,30K-50K,UPI,Rare,2
CUST00935,52,Male,Delhi,Low,Online,Acer,50K-80K,EMI,Rare,2
CUST00936,38,Female,Hyderabad,Low,Offline,Dell,Below 30K,Cash,Rare,5
CUST00937,54,Male,Jaipur,Low,Online,HP,30K-50K,Credit Card,Rare,4
CUST00938,22,Male,Mumbai,Low,Online,MSI,30K-50K,Cash,Occasional,2
CUST00939,36,Male,Hyderabad,Medium,Online,Apple,50K-80K,UPI,Rare,2
CUST00940,31,Male,Ahmedabad,Medium,Online,HP,80K-1.2L,Cash,Rare,1
CUST00941,43,Male,Delhi,High,Offline,Lenovo,80K-1.2L,EMI,Rare,3
CUST00942,21,Female,Kolkata,Medium,Offline,MSI,30K-50K,EMI,Rare,1
CUST00943,42,Male,Hyderabad,Medium,Offline,MSI,30K-50K,Credit Card,Rare,3
CUST00944,59,Female,Kolkata,Medium,Online,MSI,80K-1.2L,UPI,Rare,2
CUST00945,42,Male,Bangalore,Medium,Online,Lenovo,50K-80K,UPI,Rare,3
CUST00946,35,Male,Chennai,Medium,Online,Asus,30K-50K,Debit Card,Occasional,1
CUST00947,57,Female,Pune,Low,Online,Samsung,50K-80K,Debit Card,Occasional,1
CUST00948,25,Male,Chennai,Low,Online,Samsung,50K-80K,EMI,Rare,4
CUST00949,56,Female,Jaipur,Low,Offline,Asus,Above 1.2L,Cash,Rare,5
CUST00950,57,Male,Delhi,Low,Online,Asus,50K-80K,Cash,Occasional,4
CUST00951,31,Male,Kolkata,Medium,Online,MSI,30K-50K,Credit Card,Occasional,2
CUST00952,49,Female,Ahmedabad,Low,Online,Acer,50K-80K,UPI,Rare,3
CUST00953,55,Male,Kolkata,High,Online,Apple,80K-1.2L,EMI,Rare,1
CUST00954,50,Female,Ahmedabad,High,Offline,HP,50K-80K,Cash,Rare,1
CUST00955,40,Male,Ahmedabad,High,Online,Samsung,50K-80K,Debit Card,Rare,1
CUST00956,32,Female,Jaipur,High,Online,Lenovo,Above 1.2L,EMI,Rare,1
CUST00957,50,Male,Hyderabad,Low,Online,HP,50K-80K,Credit Card,Rare,2
CUST00958,42,Male,Chennai,Medium,Offline,Samsung,30K-50K,EMI,Occasional,5
CUST00959,34,Female,Bangalore,Low,Offline,Apple,50K-80K,Cash,Rare,4
CUST00960,50,Female,Kolkata,High,Online,MSI,50K-80K,Credit Card,Rare,4
CUST00961,19,Female,Hyderabad,High,Online,HP,Below 30K,Debit Card,Occasional,1
CUST00962,31,Female,Bangalore,High,Online,MSI,30K-50K,Debit Card,Occasional,1
CUST00963,57,Female,Delhi,Medium,Online,HP,50K-80K,Cash,Rare,3
CUST00964,57,Male,Pune,Medium,Offline,Acer,30K-50K,Credit Card,Rare,1
CUST00965,56,Male,Kolkata,Low,Offline,Samsung,50K-80K,Debit Card,Rare,4
CUST00966,23,Male,Jaipur,Low,Offline,Asus,30K-50K,Credit Card,Rare,3
CUST00967,23,Male,Bangalore,Medium,Online,Acer,Above 1.2L,EMI,Rare,3
CUST00968,20,Male,Ahmedabad,Medium,Offline,Acer,30K-50K,UPI,Rare,1
CUST00969,24,Male,Hyderabad,High,Online,MSI,Below 30K,UPI,Rare,3
CUST00970,25,Male,Chennai,Low,Offline,HP,30K-50K,UPI,Occasional,5
CUST00971,59,Female,Jaipur,High,Online,HP,50K-80K,Debit Card,Rare,1
CUST00972,32,Male,Kolkata,Medium,Online,Acer,30K-50K,Cash,Rare,5
CUST00973,46,Male,Hyderabad,High,Online,HP,30K-50K,UPI,Rare,1
CUST00974,50,Male,Jaipur,High,Online,Acer,50K-80K,Cash,Occasional,5
CUST00975,47,Female,Pune,High,Online,Dell,30K-50K,UPI,Occasional,1
CUST00976,56,Female,Kolkata,Low,Offline,Samsung,50K-80K,EMI,Occasional,4
CUST00977,44,Female,Delhi,High,Online,Acer,50K-80K,UPI,Frequent,1
CUST00978,53,Male,Chennai,Low,Online,Lenovo,50K-80K,Cash,Rare,4
CUST00979,46,Male,Delhi,Low,Online,Lenovo,30K-50K,Debit Card,Rare,2
CUST00980,55,Male,Bangalore,Medium,Online,HP,50K-80K,EMI,Rare,2
CUST00981,50,Male,Bangalore,High,Offline,Acer,30K-50K,Cash,Rare,1
CUST00982,54,Male,Chennai,Medium,Online,Acer,80K-1.2L,Credit Card,Rare,4
CUST00983,44,Male,Hyderabad,High,Online,Asus,80K-1.2L,UPI,Rare,4
CUST00984,50,Male,Bangalore,Medium,Offline,Samsung,30K-50K,EMI,Rare,3
CUST00985,21,Female,Mumbai,Low,Offline,MSI,Below 30K,Debit Card,Rare,3
CUST00986,39,Female,Mumbai,High,Online,Asus,30K-50K,Credit Card,Frequent,5
CUST00987,19,Male,Jaipur,Low,Offline,Asus,30K-50K,UPI,Rare,3
CUST00988,27,Male,Jaipur,High,Online,Acer,50K-80K,EMI,Rare,1
CUST00989,22,Male,Kolkata,Medium,Offline,Samsung,50K-80K,Cash,Rare,3
CUST00990,27,Male,Jaipur,Medium,Online,Acer,30K-50K,UPI,Occasional,3
CUST00991,50,Female,Pune,Medium,Offline,Lenovo,50K-80K,EMI,Occasional,1
CUST00992,55,Male,Jaipur,Low,Online,Apple,80K-1.2L,UPI,Rare,1
CUST00993,30,Female,Pune,Medium,Online,HP,50K-80K,EMI,Rare,5
CUST00994,48,Male,Jaipur,Low,Online,Lenovo,30K-50K,Cash,Occasional,4
CUST00995,53,Female,Delhi,Low,Online,Asus,50K-80K,UPI,Rare,3
CUST00996,41,Male,Ahmedabad,Low,Offline,Lenovo,50K-80K,EMI,Frequent,2
CUST00997,32,Female,Pune,Medium,Online,Lenovo,80K-1.2L,Credit Card,Rare,4
CUST00998,46,Male,Hyderabad,Medium,Online,Lenovo,30K-50K,Debit Card,Rare,1
CUST00999,25,Female,Kolkata,Medium,Online,Samsung,30K-50K,EMI,Occasional,3
CUST01000,22,Male,Chennai,High,Online,Asus,50K-80K,EMI,Rare,5
CUST01001,46,Male,Pune,Medium,Offline,Apple,50K-80K,EMI,Rare,2
CUST01002,21,Female,Bangalore,Medium,Online,Dell,50K-80K,UPI,Rare,4
CUST01003,29,Female,Ahmedabad,Medium,Online,HP,Below 30K,Debit Card,Occasional,3
CUST01004,19,Female,Delhi,Medium,Offline,HP,50K-80K,UPI,Rare,1
CUST01005,44,Female,Mumbai,Medium,Offline,MSI,Below 30K,EMI,Rare,4
CUST01006,48,Female,Delhi,Low,Online,Lenovo,30K-50K,EMI,Rare,2
CUST01007,53,Male,Jaipur,High,Online,Apple,50K-80K,Debit Card,Occasional,1
CUST01008,53,Male,Kolkata,Medium,Offline,Asus,30K-50K,Credit Card,Rare,2
CUST01009,43,Male,Ahmedabad,Low,Offline,Dell,30K-50K,UPI,Rare,3
CUST01010,44,Female,Bangalore,Medium,Offline,Dell,50K-80K,Credit Card,Rare,4
CUST01011,22,Male,Pune,Low,Offline,Lenovo,50K-80K,EMI,Occasional,5
CUST01012,37,Male,Delhi,Low,Offline,Lenovo,Below 30K,EMI,Occasional,3
CUST01013,28,Female,Ahmedabad,Low,Offline,Asus,50K-80K,Cash,Rare,3
CUST01014,27,Female,Pune,Medium,Offline,MSI,Below 30K,Cash,Occasional,5
CUST01015,57,Male,Kolkata,Medium,Online,Asus,30K-50K,Credit Card,Rare,5
CUST01016,55,Male,Chennai,High,Online,Samsung,30K-50K,Cash,Rare,1
CUST01017,23,Male,Mumbai,Low,Online,Acer,Below 30K,Debit Card,Occasional,2
CUST01018,25,Male,Kolkata,Medium,Online,Asus,Above 1.2L,Credit Card,Rare,3
CUST01019,40,Male,Jaipur,Medium,Offline,Lenovo,30K-50K,Cash,Occasional,1
CUST01020,43,Female,Chennai,Low,Offline,Apple,50K-80K,Cash,Frequent,1
CUST01021,29,Female,Jaipur,Medium,Offline,Lenovo,80K-1.2L,Debit Card,Rare,3
CUST01022,43,Female,Delhi,Low,Offline,MSI,Above 1.2L,Debit Card,Rare,2
CUST01023,30,Male,Chennai,Low,Online,Lenovo,30K-50K,Credit Card,Occasional,5
CUST01024,57,Female,Jaipur,Medium,Offline,Dell,80K-1.2L,UPI,Rare,3
CUST01025,35,Male,Chennai,Medium,Online,Samsung,Above 1.2L,Debit Card,Rare,2
CUST01026,42,Male,Kolkata,Low,Online,Asus,30K-50K,Cash,Rare,5
CUST01027,50,Female,Ahmedabad,Low,Online,HP,30K-50K,Credit Card,Rare,4
CUST01028,57,Male,Mumbai,Low,Offline,Asus,Below 30K,UPI,Occasional,3
CUST01029,29,Male,Mumbai,Low,Online,Acer,50K-80K,Credit Card,Rare,3
CUST01030,53,Female,Jaipur,Low,Offline,Apple,50K-80K,Cash,Occasional,2
CUST01031,21,Male,Jaipur,Medium,Online,Apple,30K-50K,UPI,Occasional,1
CUST01032,22,Female,Chennai,Medium,Online,Asus,50K-80K,UPI,Rare,1
CUST01033,54,Male,Delhi,Medium,Online,Asus,Below 30K,Debit Card,Rare,2
CUST01034,25,Female,Jaipur,Medium,Online,Lenovo,80K-1.2L,EMI,Occasional,3
CUST01035,59,Male,Chennai,Medium,Offline,HP,Below 30K,Cash,Occasional,3
CUST01036,45,Male,Hyderabad,Low,Online,MSI,50K-80K,EMI,Rare,3
CUST01037,48,Female,Mumbai,Low,Offline,Lenovo,Below 30K,Cash,Rare,4
CUST01038,26,Male,Jaipur,High,Offline,Samsung,30K-50K,Credit Card,Rare,1
CUST01039,46,Male,Kolkata,Low,Offline,Dell,50K-80K,EMI,Rare,4
CUST01040,31,Male,Bangalore,Low,Online,Samsung,30K-50K,UPI,Rare,3
CUST01041,57,Male,Chennai,Low,Offline,Dell,50K-80K,Debit Card,Occasional,1
CUST01042,58,Male,Mumbai,Medium,Online,Samsung,80K-1.2L,Cash,Rare,3
CUST01043,39,Male,Jaipur,Medium,Online,Apple,Below 30K,Debit Card,Frequent,3
CUST01044,28,Female,Ahmedabad,High,Online,Apple,80K-1.2L,Cash,Occasional,2
CUST01045,40,Male,Chennai,High,Offline,HP,Below 30K,UPI,Rare,1
CUST01046,18,Male,Delhi,Medium,Online,Apple,Below 30K,UPI,Rare,3
CUST01047,54,Male,Jaipur,Medium,Online,Acer,Below 30K,UPI,Occasional,5
CUST01048,38,Male,Chennai,Low,Online,Samsung,Above 1.2L,UPI,Occasional,5
CUST01049,43,Female,Jaipur,Low,Online,Dell,30K-50K,UPI,Frequent,3
CUST01050,53,Male,Bangalore,Low,Online,HP,80K-1.2L,Debit Card,Rare,2
CUST01051,40,Female,Pune,Low,Offline,Dell,Above 1.2L,Credit Card,Rare,3
CUST01052,18,Male,Pune,Low,Online,Asus,30K-50K,EMI,Frequent,5
CUST01053,57,Female,Chennai,Low,Offline,Asus,50K-80K,Debit Card,Rare,1
CUST01054,32,Male,Delhi,Medium,Online,HP,50K-80K,EMI,Occasional,2
CUST01055,38,Female,Jaipur,High,Offline,Lenovo,30K-50K,Credit Card,Rare,3
CUST01056,26,Female,Chennai,Medium,Online,Acer,30K-50K,Cash,Occasional,5
CUST01057,26,Male,Ahmedabad,High,Online,MSI,30K-50K,Credit Card,Rare,1
CUST01058,27,Male,Delhi,Medium,Online,Acer,50K-80K,Credit Card,Occasional,5
CUST01059,43,Male,Ahmedabad,Medium,Online,Samsung,50K-80K,Cash,Rare,2
CUST01060,58,Female,Kolkata,Medium,Offline,MSI,30K-50K,EMI,Frequent,4
CUST01061,52,Male,Pune,Low,Online,Apple,30K-50K,UPI,Rare,3
CUST01062,42,Male,Pune,Low,Offline,MSI,80K-1.2L,Cash,Rare,1
CUST01063,43,Female,Jaipur,High,Offline,HP,Below 30K,Cash,Rare,2
CUST01064,28,Male,Bangalore,High,Online,Acer,50K-80K,Credit Card,Occasional,2
CUST01065,55,Female,Chennai,Low,Online,MSI,Below 30K,Cash,Rare,4
CUST01066,19,Female,Chennai,Low,Online,Apple,80K-1.2L,Debit Card,Rare,4
CUST01067,24,Female,Kolkata,Medium,Online,Dell,80K-1.2L,UPI,Rare,3
CUST01068,35,Female,Hyderabad,Low,Online,MSI,30K-50K,Credit Card,Rare,3
CUST01069,44,Male,Bangalore,Medium,Offline,Lenovo,Below 30K,EMI,Rare,2
CUST01070,51,Male,Chennai,Low,Online,Apple,30K-50K,EMI,Rare,3
CUST01071,44,Male,Bangalore,Medium,Online,Asus,30K-50K,EMI,Occasional,3
CUST01072,34,Male,Delhi,Low,Online,MSI,30K-50K,EMI,Rare,4
CUST01073,41,Female,Jaipur,Medium,Online,Asus,50K-80K,EMI,Occasional,2
CUST01074,42,Female,Mumbai,Low,Offline,Dell,30K-50K,Credit Card,Occasional,5
CUST01075,24,Male,Delhi,Medium,Offline,HP,30K-50K,Debit Card,Frequent,5
CUST01076,23,Male,Ahmedabad,High,Offline,Apple,50K-80K,Debit Card,Occasional,1
CUST01077,41,Female,Pune,Medium,Offline,MSI,50K-80K,EMI,Rare,4
CUST01078,50,Male,Mumbai,High,Online,MSI,30K-50K,Debit Card,Occasional,1
CUST01079,46,Male,Kolkata,High,Online,Dell,50K-80K,UPI,Rare,2
CUST01080,39,Male,Hyderabad,High,Online,MSI,50K-80K,Debit Card,Rare,5
CUST01081,43,Female,Kolkata,Medium,Offline,Asus,50K-80K,Cash,Occasional,5
CUST01082,45,Female,Chennai,Medium,Offline,MSI,30K-50K,EMI,Occasional,5
CUST01083,38,Female,Mumbai,High,Online,Samsung,Below 30K,Cash,Rare,1
CUST01084,24,Female,Pune,Low,Online,MSI,80K-1.2L,Cash,Rare,3
CUST01085,34,Male,Jaipur,Medium,Online,Asus,80K-1.2L,EMI,Rare,1
CUST01086,37,Male,Hyderabad,High,Offline,Asus,50K-80K,Credit Card,Rare,5
CUST01087,58,Female,Bangalore,Medium,Online,Lenovo,Below 30K,Debit Card,Occasional,4
CUST01088,37,Male,Chennai,High,Offline,Lenovo,50K-80K,UPI,Rare,4
CUST01089,39,Female,Kolkata,Medium,Online,Asus,80K-1.2L,Credit Card,Rare,1
CUST01090,45,Female,Mumbai,High,Online,Acer,30K-50K,UPI,Rare,1
CUST01091,57,Female,Kolkata,Medium,Offline,HP,30K-50K,EMI,Occasional,2
CUST01092,24,Female,Mumbai,Medium,Online,Lenovo,50K-80K,Debit Card,Occasional,1
CUST01093,18,Female,Jaipur,Medium,Offline,Apple,80K-1.2L,Credit Card,Occasional,1
CUST01094,49,Female,Pune,High,Offline,Lenovo,Below 30K,EMI,Rare,5
CUST01095,30,Male,Bangalore,High,Online,Apple,50K-80K,Credit Card,Occasional,3
CUST01096,47,Male,Jaipur,High,Offline,Lenovo,50K-80K,Cash,Rare,5
CUST01097,40,Male,Delhi,Medium,Online,Asus,50K-80K,Debit Card,Occasional,3
CUST01098,36,Female,Pune,Medium,Online,MSI,50K-80K,Debit Card,Rare,5
CUST01099,49,Male,Jaipur,Low,Offline,Apple,50K-80K,EMI,Rare,5
CUST01100,47,Female,Hyderabad,High,Online,Samsung,Below 30K,EMI,Rare,2
CUST01101,46,Male,Kolkata,Medium,Online,MSI,30K-50K,EMI,Rare,3
CUST01102,46,Female,Pune,Low,Offline,MSI,50K-80K,Debit Card,Rare,5
CUST01103,47,Male,Hyderabad,Low,Online,HP,Below 30K,Cash,Frequent,5
CUST01104,33,Female,Kolkata,High,Offline,Lenovo,50K-80K,Debit Card,Rare,3
CUST01105,57,Male,Delhi,High,Offline,Lenovo,50K-80K,EMI,Rare,2
CUST01106,36,Male,Ahmedabad,High,Online,Asus,30K-50K,UPI,Rare,3
CUST01107,35,Male,Pune,Medium,Online,Apple,50K-80K,Cash,Rare,2
CUST01108,18,Female,Hyderabad,Medium,Online,Acer,50K-80K,Debit Card,Occasional,2
CUST01109,31,Male,Kolkata,Medium,Online,Asus,30K-50K,UPI,Rare,4
CUST01110,19,Male,Kolkata,Low,Offline,MSI,30K-50K,Cash,Occasional,2
CUST01111,45,Female,Jaipur,High,Offline,Apple,80K-1.2L,Debit Card,Rare,4
CUST01112,47,Female,Mumbai,Low,Online,Lenovo,30K-50K,EMI,Frequent,1
CUST01113,55,Female,Jaipur,Medium,Online,Lenovo,50K-80K,Debit Card,Rare,2
CUST01114,21,Male,Hyderabad,Medium,Offline,Lenovo,Below 30K,Cash,Frequent,3
CUST01115,18,Male,Chennai,Medium,Online,Lenovo,Below 30K,EMI,Rare,4
CUST01116,25,Female,Pune,High,Offline,Samsung,Below 30K,Credit Card,Occasional,1
CUST01117,46,Male,Jaipur,Low,Offline,Dell,50K-80K,UPI,Rare,1
CUST01118,56,Female,Kolkata,Medium,Online,Lenovo,30K-50K,EMI,Rare,2
CUST01119,20,Male,Kolkata,Low,Online,Lenovo,30K-50K,EMI,Rare,3
